team_size,team_members_absent_same_period,team_critical_employees_absent,is_critical_period,duration_days,employee_seniority_months,absences_last_6_months,late_arrivals_last_30_days,approved_requests_last_year,rejected_requests_last_year,anomaly_score_last_30_days,days_until_period_end,start_date,approved,request_id,request_type,employee_id,employee_department,end_date
9,2,0,True,9,27,6,4,5,2,0.6535969128604169,0,2026-05-30,1,10801,TELETRAVAIL,1165,Operations,2026-06-07
8,1,0,False,1,23,3,0,5,1,0.3651652335528698,20,2026-06-14,1,10802,TELETRAVAIL,1053,Operations,2026-06-14
5,2,1,False,5,27,4,5,1,4,0.7754713778129159,3,2026-05-27,0,10803,AUTORISATION,1032,Finance,2026-05-31
10,0,0,False,1,32,3,0,9,0,0.04668742427038373,23,2026-06-23,1,10804,CONGE,1114,Operations,2026-06-23
6,0,0,False,2,31,3,2,4,1,0.3935578655104668,19,2026-05-30,1,10805,TELETRAVAIL,1137,Engineering,2026-05-31
3,1,1,False,8,4,11,9,1,3,0.7036013296480791,3,2026-05-25,0,10806,CONGE,1014,Operations,2026-06-01
10,0,0,False,2,57,2,0,3,0,0.24720364415297144,9,2026-06-07,1,10807,CONGE,1116,Engineering,2026-06-08
3,2,1,True,5,2,9,2,1,3,0.9186089082354345,5,2026-05-19,0,10808,AUTORISATION,1108,Sales,2026-05-23
5,3,1,True,10,8,4,9,1,3,0.7960860340224446,3,2026-05-20,0,10809,TELETRAVAIL,1186,Operations,2026-05-29
9,1,0,True,6,35,4,1,5,3,0.3217761709577631,3,2026-05-20,0,10810,CONGE,1145,Support,2026-05-25
10,0,0,False,2,50,0,0,3,1,0.3811786056099247,4,2026-06-14,1,10811,AUTORISATION,1115,Engineering,2026-06-15
8,1,0,False,2,32,0,0,5,1,0.1916257458340912,21,2026-06-20,1,10812,AUTORISATION,1142,Operations,2026-06-21
5,2,1,True,13,28,7,9,3,5,0.6341971052167005,0,2026-05-20,0,10813,AUTORISATION,1174,Support,2026-06-01
4,3,1,True,14,34,7,5,1,3,0.6603363881457397,4,2026-05-25,0,10814,TELETRAVAIL,1125,Operations,2026-06-07
8,0,0,False,4,60,2,2,3,0,0.08969373931169096,1,2026-05-31,1,10815,AUTORISATION,1052,Sales,2026-06-03
5,0,0,False,4,108,3,2,9,0,0.12776549036142307,11,2026-05-31,1,10816,TELETRAVAIL,1199,Engineering,2026-06-03
8,1,0,True,11,33,3,2,6,1,0.6837600341085898,7,2026-05-26,1,10817,TELETRAVAIL,1181,Support,2026-06-05
10,1,0,False,4,92,0,0,7,1,0.334227269829551,19,2026-06-03,1,10818,TELETRAVAIL,1041,Engineering,2026-06-06
11,0,0,False,1,28,2,0,3,0,0.19856232178391986,4,2026-05-26,1,10819,AUTORISATION,1097,Engineering,2026-05-26
6,3,2,False,14,30,8,7,2,4,0.5603925320174139,6,2026-05-22,0,10820,CONGE,1085,Support,2026-06-04
8,0,0,False,2,61,3,1,9,1,0.285577719365595,24,2026-05-26,1,10821,AUTORISATION,1030,Finance,2026-05-27
3,2,1,True,7,12,7,6,0,4,0.6882752995985757,2,2026-05-25,0,10822,CONGE,1120,Finance,2026-05-31
9,2,1,True,6,25,5,2,4,1,0.31536677430761784,5,2026-06-02,0,10823,TELETRAVAIL,1181,Support,2026-06-07
11,1,0,False,1,36,3,2,4,1,0.0709334653186927,29,2026-05-30,1,10824,AUTORISATION,1072,Sales,2026-05-30
7,0,0,False,3,71,0,1,6,0,0.16982241499753614,10,2026-06-07,1,10825,AUTORISATION,1105,Support,2026-06-09
3,2,2,True,3,28,7,4,3,2,0.5723280244299619,0,2026-05-20,0,10826,CONGE,1037,Operations,2026-05-22
4,3,1,False,11,27,11,4,2,4,0.797791703567886,3,2026-05-19,0,10827,CONGE,1015,Support,2026-05-29
6,3,1,True,10,26,6,9,2,5,0.7796832891034775,0,2026-05-22,0,10828,TELETRAVAIL,1025,Finance,2026-05-31
5,1,0,True,11,48,4,0,6,2,0.4450658631428068,6,2026-05-21,0,10829,TELETRAVAIL,1003,Operations,2026-05-31
5,0,0,False,3,113,0,0,4,0,0.3122053358305091,6,2026-05-23,1,10830,AUTORISATION,1154,Finance,2026-05-25
7,0,0,False,1,96,0,0,5,1,0.13345401485053401,1,2026-06-20,1,10831,AUTORISATION,1192,Finance,2026-06-20
6,3,1,False,6,23,7,3,2,3,0.7478544903488309,6,2026-05-20,0,10832,AUTORISATION,1061,Support,2026-05-25
8,0,0,False,4,18,1,2,6,1,0.11933190605309925,18,2026-05-26,1,10833,CONGE,1127,Finance,2026-05-29
3,1,1,False,6,32,11,9,0,3,0.554140655418357,0,2026-05-24,0,10834,TELETRAVAIL,1017,Sales,2026-05-29
8,4,2,False,7,35,4,7,0,5,0.5340467581812802,1,2026-05-25,0,10835,TELETRAVAIL,1002,Engineering,2026-05-31
6,5,1,True,12,13,5,4,2,5,0.572217981472338,6,2026-05-25,0,10836,AUTORISATION,1081,Support,2026-06-05
5,0,0,False,4,119,2,1,5,0,0.14845102262109267,18,2026-05-28,1,10837,AUTORISATION,1184,Operations,2026-05-31
4,3,2,True,9,25,8,5,1,4,0.9491688502757117,0,2026-05-28,0,10838,AUTORISATION,1007,Support,2026-06-05
6,1,1,True,12,13,2,1,3,3,0.6073410023401922,8,2026-06-06,0,10839,CONGE,1148,Engineering,2026-06-17
9,0,0,False,5,100,1,0,6,1,0.29048340936958267,28,2026-06-07,1,10840,AUTORISATION,1109,Sales,2026-06-11
5,2,1,True,7,2,5,9,2,5,0.5220201629866295,2,2026-05-25,0,10841,AUTORISATION,1099,Support,2026-05-31
8,7,2,True,11,1,9,5,3,5,0.7576798422259381,3,2026-05-25,0,10842,TELETRAVAIL,1017,Engineering,2026-06-04
3,1,2,False,4,9,7,2,1,3,0.64270895622674,6,2026-05-25,0,10843,AUTORISATION,1138,Operations,2026-05-28
7,0,0,False,5,22,1,0,4,1,0.317359328195629,29,2026-06-13,1,10844,AUTORISATION,1033,Engineering,2026-06-17
8,1,1,True,10,43,6,2,2,2,0.6086430400423475,4,2026-05-28,0,10845,TELETRAVAIL,1073,Support,2026-06-06
7,1,1,True,12,56,5,2,3,2,0.5114407534759915,2,2026-05-30,1,10846,CONGE,1112,Operations,2026-06-10
6,5,2,False,9,16,8,8,3,2,0.8754818201210766,5,2026-05-22,0,10847,TELETRAVAIL,1067,Finance,2026-05-30
7,0,0,False,1,21,0,1,6,0,0.08991644074722852,11,2026-06-06,1,10848,CONGE,1059,Support,2026-06-06
9,1,0,False,1,42,2,2,4,0,0.2210183547801275,15,2026-05-30,1,10849,AUTORISATION,1128,Engineering,2026-05-30
6,1,0,True,10,26,3,3,2,2,0.6117366603920881,7,2026-05-23,1,10850,TELETRAVAIL,1052,Sales,2026-06-01
10,0,0,False,3,40,3,2,8,0,0.07844814205780488,13,2026-05-23,1,10851,TELETRAVAIL,1172,Sales,2026-05-25
5,0,0,False,5,114,1,2,3,0,0.24001177669717935,7,2026-06-24,1,10852,TELETRAVAIL,1030,Finance,2026-06-28
9,0,0,False,4,42,0,2,6,0,0.29539170624249106,0,2026-06-05,1,10853,TELETRAVAIL,1050,Engineering,2026-06-08
8,1,0,False,3,78,3,1,9,0,0.2331127608843839,23,2026-06-23,1,10854,CONGE,1108,Operations,2026-06-25
9,1,0,False,3,105,3,0,4,1,0.339493089596667,27,2026-06-25,1,10855,TELETRAVAIL,1009,Operations,2026-06-27
8,0,0,False,2,64,2,2,5,1,0.10188409162205803,28,2026-06-03,1,10856,AUTORISATION,1056,Support,2026-06-04
9,1,0,False,1,56,1,2,9,1,0.020885982032937234,7,2026-06-21,1,10857,CONGE,1157,Engineering,2026-06-21
4,3,1,True,8,31,9,3,2,4,0.8434959626954057,1,2026-05-27,0,10858,CONGE,1083,Support,2026-06-03
6,0,0,False,5,116,1,2,9,1,0.2162398285866964,29,2026-06-06,1,10859,CONGE,1072,Finance,2026-06-10
9,1,0,True,6,45,2,1,6,3,0.45182044282987116,0,2026-06-04,0,10860,CONGE,1193,Engineering,2026-06-09
8,5,1,True,11,25,8,8,2,3,0.9252857234171309,6,2026-05-25,0,10861,CONGE,1158,Engineering,2026-06-04
8,1,1,True,9,35,3,0,4,2,0.689123221427623,6,2026-06-02,1,10862,AUTORISATION,1091,Finance,2026-06-10
7,1,0,True,10,59,5,1,6,3,0.3586349564083044,4,2026-06-06,1,10863,AUTORISATION,1115,Engineering,2026-06-15
5,4,1,False,7,22,7,4,1,3,0.8234423517866685,2,2026-05-22,0,10864,AUTORISATION,1062,Sales,2026-05-28
5,2,1,True,11,4,4,4,0,4,0.6288618300607839,3,2026-05-26,0,10865,CONGE,1008,Finance,2026-06-05
8,1,1,True,9,8,3,3,5,1,0.3968913643892641,1,2026-06-04,0,10866,AUTORISATION,1168,Engineering,2026-06-12
8,1,0,True,13,32,2,3,5,2,0.30691720976591325,9,2026-06-05,1,10867,CONGE,1168,Support,2026-06-17
8,4,1,True,13,3,7,6,3,2,0.7916987007056401,0,2026-05-28,0,10868,AUTORISATION,1007,Operations,2026-06-09
3,1,1,True,11,25,4,2,2,3,0.6341155463961081,2,2026-05-23,0,10869,CONGE,1053,Finance,2026-06-02
3,2,2,True,11,6,11,5,3,4,0.7628356815104353,1,2026-05-23,0,10870,CONGE,1153,Operations,2026-06-02
7,0,0,False,4,81,3,2,5,1,0.38190933181908165,10,2026-06-06,1,10871,CONGE,1075,Finance,2026-06-09
3,2,1,False,4,5,9,5,1,5,0.9052163359276644,5,2026-05-20,0,10872,AUTORISATION,1143,Operations,2026-05-23
10,1,0,False,3,76,2,2,5,1,0.23036771052910643,24,2026-06-04,1,10873,CONGE,1169,Engineering,2026-06-06
6,0,0,False,3,40,0,0,7,1,0.22291973848577995,8,2026-06-21,1,10874,AUTORISATION,1014,Finance,2026-06-23
5,1,0,True,11,18,2,1,2,2,0.36707648578778285,7,2026-05-20,1,10875,TELETRAVAIL,1014,Finance,2026-05-30
7,1,1,True,13,6,4,4,3,2,0.5621158461057547,9,2026-05-31,1,10876,AUTORISATION,1122,Sales,2026-06-12
11,1,0,False,5,87,1,1,5,0,0.041922359952623056,9,2026-06-26,1,10877,AUTORISATION,1141,Engineering,2026-06-30
6,0,0,False,5,90,1,0,4,1,0.204114907670545,17,2026-06-20,1,10878,AUTORISATION,1162,Engineering,2026-06-24
7,0,0,False,2,33,1,1,7,0,0.3119717042192801,20,2026-06-17,1,10879,AUTORISATION,1162,Operations,2026-06-18
5,4,1,True,4,32,7,9,1,5,0.8457427556792522,5,2026-05-22,0,10880,CONGE,1163,Operations,2026-05-25
8,6,2,True,12,34,6,2,1,5,0.5249766330667127,0,2026-05-23,0,10881,TELETRAVAIL,1068,Engineering,2026-06-03
6,0,0,False,4,115,3,1,3,1,0.11122338762046038,12,2026-05-31,1,10882,CONGE,1160,Finance,2026-06-03
5,3,2,False,4,21,6,9,2,4,0.8045939192731829,0,2026-05-21,0,10883,TELETRAVAIL,1044,Engineering,2026-05-24
8,1,0,False,4,48,1,1,7,1,0.10545108770761763,5,2026-05-29,1,10884,CONGE,1189,Engineering,2026-06-01
7,0,0,False,3,91,1,2,8,0,0.23669496978307675,28,2026-06-23,1,10885,CONGE,1118,Finance,2026-06-25
6,1,0,True,11,52,5,2,2,2,0.3334003661703713,2,2026-06-04,1,10886,AUTORISATION,1113,Engineering,2026-06-14
9,1,0,False,3,61,3,2,4,1,0.391199409424691,21,2026-06-28,1,10887,CONGE,1109,Support,2026-06-30
9,0,0,False,5,110,3,2,8,1,0.23546106079692386,1,2026-06-22,1,10888,TELETRAVAIL,1078,Sales,2026-06-26
6,5,2,True,5,20,9,8,1,5,0.5704682222842493,0,2026-05-19,0,10889,CONGE,1089,Support,2026-05-23
6,0,0,False,1,61,0,1,9,0,0.1796504494147717,23,2026-07-02,1,10890,AUTORISATION,1019,Support,2026-07-02
10,0,0,False,5,82,3,1,4,1,0.030763332202165785,18,2026-06-12,1,10891,TELETRAVAIL,1115,Finance,2026-06-16
3,2,1,True,5,9,4,3,1,4,0.6190459376078422,0,2026-05-28,0,10892,AUTORISATION,1198,Support,2026-06-01
3,1,2,True,9,8,11,8,0,4,0.8369213398555244,1,2026-05-19,0,10893,CONGE,1145,Sales,2026-05-27
9,1,0,False,5,103,0,1,5,1,0.11836664216192468,19,2026-06-01,1,10894,CONGE,1181,Operations,2026-06-05
8,4,2,True,12,12,5,5,1,4,0.6693226932587376,6,2026-05-26,0,10895,TELETRAVAIL,1185,Finance,2026-06-06
11,1,0,False,2,60,1,2,7,0,0.1760479347756717,18,2026-05-23,1,10896,AUTORISATION,1129,Operations,2026-05-24
8,4,2,True,6,11,8,2,0,3,0.64555854098679,5,2026-05-27,0,10897,CONGE,1056,Sales,2026-06-01
6,0,0,False,2,94,2,1,7,1,0.082569710629283,7,2026-06-19,1,10898,CONGE,1165,Operations,2026-06-20
4,1,1,True,9,53,3,3,3,3,0.648541233339491,6,2026-05-24,0,10899,CONGE,1151,Sales,2026-06-01
9,0,0,False,3,38,0,0,4,1,0.2688092452851008,11,2026-06-14,1,10900,AUTORISATION,1137,Support,2026-06-16
11,0,0,False,5,116,2,2,4,1,0.21585842056053878,5,2026-06-07,1,10901,CONGE,1193,Operations,2026-06-11
5,1,0,True,8,51,3,4,5,3,0.3135758129156881,5,2026-05-30,0,10902,TELETRAVAIL,1079,Engineering,2026-06-06
11,1,0,False,3,81,1,2,4,1,0.34002189244917863,1,2026-06-08,1,10903,CONGE,1125,Operations,2026-06-10
3,2,2,True,8,16,11,3,1,2,0.9414063806571735,5,2026-05-26,0,10904,CONGE,1140,Support,2026-06-02
11,0,0,False,2,86,1,2,7,0,0.1714538600024932,28,2026-06-21,1,10905,CONGE,1194,Finance,2026-06-22
8,1,0,True,11,52,2,2,2,2,0.6247869288353933,9,2026-05-24,1,10906,CONGE,1189,Finance,2026-06-03
5,0,0,False,2,45,1,0,8,1,0.0651389012259083,0,2026-06-29,1,10907,AUTORISATION,1087,Finance,2026-06-30
8,0,0,False,5,49,2,2,9,0,0.3701568782316705,3,2026-06-16,1,10908,CONGE,1104,Support,2026-06-20
9,1,0,False,1,115,0,2,5,0,0.3775471719007919,10,2026-05-24,1,10909,CONGE,1096,Engineering,2026-05-24
8,0,0,False,1,70,1,0,3,1,0.33334505973456324,21,2026-05-23,1,10910,CONGE,1137,Finance,2026-05-23
4,3,2,True,12,18,6,2,0,5,0.9228438143592014,5,2026-05-21,0,10911,AUTORISATION,1133,Support,2026-06-01
8,7,2,True,11,31,7,5,0,3,0.8267618223843838,6,2026-05-20,0,10912,AUTORISATION,1053,Finance,2026-05-30
7,0,0,False,4,96,3,2,5,1,0.23728302913388047,14,2026-06-26,1,10913,TELETRAVAIL,1078,Engineering,2026-06-29
8,1,0,False,1,58,1,2,3,0,0.09991712344200546,29,2026-05-29,1,10914,AUTORISATION,1189,Operations,2026-05-29
10,0,0,False,4,98,1,2,7,0,0.0009632575267849664,8,2026-06-09,1,10915,CONGE,1068,Operations,2026-06-12
9,1,0,False,3,65,3,2,8,0,0.27670081345865916,12,2026-05-31,1,10916,AUTORISATION,1127,Sales,2026-06-02
7,6,1,True,5,11,11,3,2,4,0.9134349895319696,0,2026-05-21,0,10917,AUTORISATION,1148,Sales,2026-05-25
11,0,0,False,3,113,0,2,9,0,0.0856750505750012,26,2026-05-23,1,10918,AUTORISATION,1139,Engineering,2026-05-25
6,5,1,False,5,34,4,7,2,2,0.808221396705602,1,2026-05-23,0,10919,CONGE,1165,Sales,2026-05-27
5,0,0,False,4,66,0,0,6,0,0.1419174428957529,20,2026-06-08,1,10920,TELETRAVAIL,1166,Sales,2026-06-11
7,1,0,True,5,8,5,4,4,3,0.6230365756647369,7,2026-06-03,1,10921,CONGE,1104,Support,2026-06-07
3,2,1,False,3,6,10,3,2,5,0.7180776225925323,3,2026-05-27,0,10922,TELETRAVAIL,1076,Support,2026-05-29
8,4,2,True,6,5,6,5,1,4,0.5926827369776662,6,2026-05-22,0,10923,TELETRAVAIL,1050,Finance,2026-05-27
5,1,0,True,8,26,4,3,4,1,0.34332906969515664,5,2026-06-02,0,10924,AUTORISATION,1062,Support,2026-06-09
6,0,0,False,5,49,2,1,6,1,0.2676306221708717,16,2026-05-27,1,10925,CONGE,1086,Sales,2026-05-31
5,3,1,True,9,26,10,8,3,5,0.7267048756927106,5,2026-05-19,0,10926,TELETRAVAIL,1033,Finance,2026-05-27
6,5,2,True,12,11,9,8,3,4,0.8085884184176968,4,2026-05-28,0,10927,CONGE,1100,Sales,2026-06-08
9,0,0,False,2,102,2,2,9,1,0.1335654215123212,1,2026-05-25,1,10928,CONGE,1046,Sales,2026-05-26
6,4,2,True,6,20,8,8,2,2,0.9338404885968495,4,2026-05-25,0,10929,TELETRAVAIL,1035,Engineering,2026-05-30
8,1,0,False,4,105,3,1,8,0,0.31944449845692074,12,2026-06-09,1,10930,TELETRAVAIL,1187,Engineering,2026-06-12
4,3,1,True,6,33,10,8,0,2,0.8060214423061718,3,2026-05-22,0,10931,CONGE,1022,Sales,2026-05-27
7,5,2,False,4,18,5,6,0,3,0.901680219414261,6,2026-05-19,0,10932,TELETRAVAIL,1131,Finance,2026-05-22
6,4,2,False,10,8,9,6,2,2,0.7264102517560583,2,2026-05-25,0,10933,AUTORISATION,1104,Finance,2026-06-03
7,0,0,False,5,100,1,2,3,0,0.09269674563667928,8,2026-05-31,1,10934,TELETRAVAIL,1158,Support,2026-06-04
8,1,0,False,1,19,3,0,7,1,0.22026069106416105,11,2026-06-25,1,10935,AUTORISATION,1138,Operations,2026-06-25
7,3,2,False,7,8,8,9,3,3,0.8994247373546618,6,2026-05-21,0,10936,TELETRAVAIL,1125,Support,2026-05-27
6,0,0,False,1,74,1,0,9,0,0.31105304200721906,23,2026-06-29,1,10937,CONGE,1176,Support,2026-06-29
5,2,2,True,5,34,8,8,1,3,0.7379665209276529,5,2026-05-21,0,10938,TELETRAVAIL,1058,Operations,2026-05-25
5,0,0,False,4,112,0,0,9,1,0.042269168144731854,14,2026-06-14,1,10939,TELETRAVAIL,1048,Sales,2026-06-17
5,3,1,False,3,29,5,7,3,4,0.6191218479602331,4,2026-05-22,0,10940,TELETRAVAIL,1085,Engineering,2026-05-24
11,1,0,False,4,82,0,2,3,0,0.0448750664240531,28,2026-05-22,1,10941,CONGE,1051,Engineering,2026-05-25
6,0,0,False,2,117,3,2,5,1,0.2983743135687126,15,2026-06-03,1,10942,AUTORISATION,1110,Operations,2026-06-04
7,4,1,False,10,20,9,3,3,5,0.8049531797197431,1,2026-05-25,0,10943,AUTORISATION,1147,Support,2026-06-03
4,3,1,False,5,7,5,6,1,3,0.9041278201512225,2,2026-05-22,0,10944,AUTORISATION,1091,Operations,2026-05-26
7,4,2,False,14,18,7,5,3,2,0.5101597953252032,3,2026-05-25,0,10945,TELETRAVAIL,1052,Sales,2026-06-07
9,0,0,False,1,54,1,1,5,0,0.3393685418674794,17,2026-06-15,1,10946,TELETRAVAIL,1096,Engineering,2026-06-15
9,0,0,False,4,20,2,1,3,0,0.18260357271478453,26,2026-07-01,1,10947,CONGE,1015,Sales,2026-07-04
7,6,2,True,8,31,8,8,0,2,0.944552378103068,2,2026-05-25,0,10948,TELETRAVAIL,1132,Finance,2026-06-01
7,0,0,False,4,84,1,2,4,0,0.291705311665893,4,2026-05-23,1,10949,AUTORISATION,1128,Operations,2026-05-26
5,0,0,False,4,95,2,1,7,1,0.2906351624868668,5,2026-07-01,1,10950,CONGE,1187,Engineering,2026-07-04
9,1,0,False,4,52,3,0,8,0,0.36223404078005284,7,2026-06-19,1,10951,TELETRAVAIL,1165,Operations,2026-06-22
5,1,1,True,10,30,2,0,4,2,0.45695318633172594,2,2026-05-29,1,10952,CONGE,1107,Engineering,2026-06-07
5,0,0,False,5,40,0,0,5,0,0.15175436837310505,9,2026-06-12,1,10953,TELETRAVAIL,1136,Engineering,2026-06-16
6,0,0,False,4,48,1,1,9,1,0.04786942707500446,29,2026-05-22,1,10954,CONGE,1068,Sales,2026-05-25
6,0,0,False,3,21,2,2,5,0,0.11144862970145586,8,2026-06-18,1,10955,AUTORISATION,1198,Sales,2026-06-20
11,0,0,False,3,64,1,2,5,1,0.35570096003296703,2,2026-06-18,1,10956,CONGE,1007,Sales,2026-06-20
5,2,1,False,3,28,5,7,3,5,0.8121747074419274,1,2026-05-22,0,10957,CONGE,1076,Finance,2026-05-24
4,3,1,True,7,28,10,4,0,2,0.8713461036421868,5,2026-05-23,0,10958,TELETRAVAIL,1114,Sales,2026-05-29
9,0,0,False,4,77,1,0,4,0,0.06612205901500916,10,2026-05-26,1,10959,CONGE,1022,Support,2026-05-29
5,1,0,True,8,31,2,2,4,1,0.3155462542143553,6,2026-05-29,1,10960,CONGE,1035,Sales,2026-06-05
5,2,2,False,7,1,9,2,1,2,0.5252544099727633,0,2026-05-22,0,10961,TELETRAVAIL,1198,Engineering,2026-05-28
4,2,2,False,11,18,7,9,3,5,0.6616466087065456,0,2026-05-27,0,10962,CONGE,1190,Sales,2026-06-06
5,0,0,False,3,56,2,1,9,1,0.10960838981674087,22,2026-06-13,1,10963,TELETRAVAIL,1150,Sales,2026-06-15
7,5,1,False,11,6,9,7,3,4,0.6806672049754285,4,2026-05-23,0,10964,AUTORISATION,1155,Operations,2026-06-02
7,5,2,True,12,28,5,8,1,2,0.6071141118172758,1,2026-05-24,0,10965,CONGE,1098,Engineering,2026-06-04
6,0,0,False,5,78,0,0,8,0,0.26620825837854273,25,2026-05-30,1,10966,TELETRAVAIL,1148,Support,2026-06-03
8,7,2,True,14,4,6,9,2,4,0.8386111032502186,0,2026-05-20,0,10967,AUTORISATION,1013,Engineering,2026-06-02
6,0,0,False,2,106,0,0,5,1,0.06284076109538135,17,2026-06-24,1,10968,AUTORISATION,1026,Sales,2026-06-25
3,1,2,False,8,12,10,8,3,5,0.8847814686142977,1,2026-05-21,0,10969,CONGE,1111,Finance,2026-05-28
6,1,1,True,10,23,2,1,4,1,0.4120422123885703,1,2026-05-31,1,10970,AUTORISATION,1025,Operations,2026-06-09
4,2,2,False,3,10,11,9,3,5,0.9464973992604215,5,2026-05-24,0,10971,TELETRAVAIL,1117,Engineering,2026-05-26
8,5,2,False,13,8,10,7,3,2,0.6800247346493218,2,2026-05-22,0,10972,AUTORISATION,1128,Finance,2026-06-03
7,5,1,False,11,18,5,7,3,2,0.7500298465363632,0,2026-05-27,0,10973,TELETRAVAIL,1018,Support,2026-06-06
8,0,0,False,3,84,1,2,9,0,0.2777746877235076,0,2026-05-25,1,10974,CONGE,1079,Engineering,2026-05-27
11,1,0,False,4,19,2,2,8,0,0.31892849893939473,17,2026-06-04,1,10975,CONGE,1195,Sales,2026-06-07
7,0,0,False,1,92,2,1,6,1,0.35284198506706943,5,2026-06-01,1,10976,CONGE,1191,Operations,2026-06-01
6,0,0,False,2,98,1,2,8,0,0.02702137269306797,17,2026-06-14,1,10977,TELETRAVAIL,1094,Sales,2026-06-15
5,0,0,False,3,68,2,2,6,0,0.006510073066188938,26,2026-06-10,1,10978,CONGE,1154,Sales,2026-06-12
5,0,0,False,5,22,2,1,4,0,0.2887616723911943,14,2026-07-02,1,10979,CONGE,1187,Operations,2026-07-06
9,0,0,False,4,33,2,0,4,1,0.31076876100416984,15,2026-06-11,1,10980,CONGE,1058,Finance,2026-06-14
7,6,1,True,9,5,8,3,2,3,0.6437464877915537,6,2026-05-21,0,10981,CONGE,1016,Engineering,2026-05-29
4,3,1,False,11,9,11,5,0,5,0.699298866591632,4,2026-05-25,0,10982,CONGE,1170,Sales,2026-06-04
5,1,1,True,8,58,3,3,4,3,0.6470104872432303,2,2026-05-31,1,10983,AUTORISATION,1149,Support,2026-06-07
5,2,1,True,7,22,7,4,2,4,0.6709987086992614,6,2026-05-19,0,10984,AUTORISATION,1070,Operations,2026-05-25
9,0,0,False,3,116,2,2,6,1,0.08713315147356666,25,2026-05-27,1,10985,CONGE,1118,Support,2026-05-29
6,3,1,True,6,27,10,8,1,4,0.5239813303050512,6,2026-05-20,0,10986,AUTORISATION,1077,Support,2026-05-25
6,0,0,False,1,69,1,0,4,1,0.18989669668287973,21,2026-06-03,1,10987,TELETRAVAIL,1043,Finance,2026-06-03
6,3,2,True,14,14,6,7,1,4,0.6658948148697936,1,2026-05-25,0,10988,CONGE,1187,Support,2026-06-07
10,1,0,False,3,66,3,2,5,1,0.022614760868831452,24,2026-06-23,1,10989,CONGE,1059,Finance,2026-06-25
5,0,0,False,5,91,2,0,7,1,0.2278216144867368,15,2026-05-30,1,10990,CONGE,1127,Operations,2026-06-03
8,1,1,True,13,58,2,0,2,2,0.6528198206014815,9,2026-06-07,1,10991,CONGE,1165,Engineering,2026-06-19
5,0,0,False,5,113,0,2,5,0,0.3891900403526412,23,2026-06-08,1,10992,TELETRAVAIL,1145,Operations,2026-06-12
5,0,0,False,3,21,2,0,8,1,0.04731744898624029,26,2026-06-11,1,10993,TELETRAVAIL,1172,Finance,2026-06-13
9,0,0,False,4,25,3,0,5,0,0.33781659986387896,29,2026-06-26,1,10994,CONGE,1130,Engineering,2026-06-29
5,4,2,False,6,22,11,5,1,5,0.7358040025784518,5,2026-05-27,0,10995,CONGE,1152,Engineering,2026-06-01
10,1,0,False,2,52,2,2,6,0,0.35500488608076974,9,2026-05-25,1,10996,TELETRAVAIL,1018,Sales,2026-05-26
4,3,1,True,13,4,5,3,2,3,0.7732998300849547,0,2026-05-27,0,10997,CONGE,1000,Engineering,2026-06-08
5,0,0,False,3,119,2,1,6,0,0.23244592578957338,0,2026-06-08,1,10998,AUTORISATION,1103,Finance,2026-06-10
5,4,2,False,5,2,7,8,3,5,0.9125151758428842,3,2026-05-24,0,10999,TELETRAVAIL,1036,Finance,2026-05-28
7,0,0,False,2,54,1,1,7,1,0.13882746669847154,19,2026-06-16,1,11000,CONGE,1013,Sales,2026-06-17
3,2,2,True,7,29,7,7,2,2,0.6510190322457728,5,2026-05-20,0,11001,TELETRAVAIL,1115,Sales,2026-05-26
11,0,0,False,1,19,0,1,4,1,0.21065500397488013,24,2026-06-28,1,11002,AUTORISATION,1084,Operations,2026-06-28
7,1,0,True,5,18,6,2,6,2,0.4550340250243414,1,2026-05-27,1,11003,TELETRAVAIL,1053,Operations,2026-05-31
11,1,0,False,3,43,2,1,8,1,0.08060783197549792,21,2026-05-29,1,11004,TELETRAVAIL,1089,Sales,2026-05-31
10,1,0,False,1,55,2,1,8,0,0.17346552098769702,12,2026-07-02,1,11005,AUTORISATION,1029,Engineering,2026-07-02
9,2,1,True,7,57,5,4,6,2,0.6439625781163337,4,2026-06-04,0,11006,AUTORISATION,1138,Sales,2026-06-10
6,1,0,True,5,8,5,0,4,1,0.31034496100939923,5,2026-05-25,0,11007,TELETRAVAIL,1139,Engineering,2026-05-29
6,1,0,True,10,29,2,4,5,1,0.5703356048141006,5,2026-06-03,1,11008,CONGE,1197,Finance,2026-06-12
6,0,0,False,1,55,0,0,3,0,0.14004998331727422,20,2026-06-09,1,11009,TELETRAVAIL,1038,Operations,2026-06-09
5,0,0,False,4,65,0,0,5,0,0.1630070704230401,1,2026-06-29,1,11010,CONGE,1174,Operations,2026-07-02
8,6,1,True,14,22,7,2,3,2,0.6364023590285149,1,2026-05-22,0,11011,CONGE,1075,Finance,2026-06-04
6,0,0,False,3,110,3,2,3,0,0.19814802920870334,17,2026-05-28,1,11012,AUTORISATION,1067,Engineering,2026-05-30
9,0,0,False,3,93,3,0,8,0,0.2984194502682407,29,2026-06-16,1,11013,AUTORISATION,1121,Sales,2026-06-18
7,5,1,True,6,23,6,7,1,2,0.7544277945365183,1,2026-05-23,0,11014,CONGE,1049,Sales,2026-05-28
7,0,0,False,1,73,3,2,6,0,0.011678642037032373,10,2026-06-10,1,11015,AUTORISATION,1168,Operations,2026-06-10
